"Label","Samples","AverageMs","MinMs","MaxMs","StdDev","ErrorPercent","ThroughputPerSec","AvgBytes","RawFile"
"all-student-name","10","4694","4496","4833","100.42","0.000%","1.76647","312661","raw/all-student-name.jtl"
