"Label","Samples","AverageMs","MinMs","MaxMs","StdDev","ErrorPercent","ThroughputPerSec","AvgBytes","RawFile"
"all-student-name","10","107","60","247","63.35","0.000%","9.22509","312661","raw/all-student-name.jtl"
